"dataset","protocol","species","tissue.type","n_samples","n_genes","n_classes","max_class_perc","min_class_perc","measure",method,score
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_euc","lda",0.519535063398508
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_euc","lle",0.221512672429687
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_euc","lsnmf",0.562241389883335
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_euc","mctsne",0.414312485816422
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_euc","nmf",0.552974683622607
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_euc","nmf2",0.0514228563263858
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_euc","nsnmf",0
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_euc","pca",0.436143415189597
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_euc","phate",1
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_euc","pmf",0.142252849686272
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_euc","psmf",0.139716232909994
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_euc","saucie",-0.109943816529607
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_euc","snmf",0.643411241730993
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_euc","spca",0.459731795413924
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_euc","spca.batch",0.338707611805943
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_euc","spectral",0.274807366835942
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_euc","srp",0.0717690774361635
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_euc","tsvd",0.425824165890107
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_euc","umap",0.341939844174567
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_euc","vasc",0.0942808079480192
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_euc","vpac",0.932577987704545
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_euc","zifa",NA
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","bd",0.875895557538707
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","fa",0.279130825821363
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","fica",0.392860075325911
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","grp",-0.104172920921584
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","icm",0.853624883370996
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","ipca",0.392955908887101
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","isomap",0.405562504984189
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","ivis",0.753816978651334
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","kpca.cos",0.440209391996745
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","kpca.pol",0.28972158308934
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","kpca.rbf",0.391984447654261
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","lda",0.756326517528217
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","lle",0.379589387827993
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","lsnmf",0.468522437343453
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","mctsne",0.630610120866303
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","nmf",0.877457509101852
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","nmf2",0
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","nsnmf",0.248923455113104
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","pca",0.392955908678261
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","phate",1
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","pmf",0.666666906338153
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","psmf",0.354138382908899
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","saucie",0.355683074790581
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","snmf",0.857055046676569
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","spca",0.388126646469907
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","spca.batch",0.373302249198787
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","spectral",0.428672862270318
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","srp",0.139714636213638
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","tsvd",0.450129618096057
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","umap",0.751292021795352
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","vasc",0.37034546394914
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","vpac",0.863622808356081
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"vrc","zifa",NA
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","bd",0.549159064187722
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","fa",0.391446848581455
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","fica",0.495144822399421
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","grp",0.00840056277394861
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","icm",0.568037409461683
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","ipca",0.495144821235901
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","isomap",0.0562720318587352
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","ivis",0.0444927545606637
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","kpca.cos",0.46612331136721
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","kpca.pol",0.453012802652401
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","kpca.rbf",0.444053044435319
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","lda",0.308391313075619
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","lle",0.176220714104748
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","lsnmf",0.53122736577568
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","mctsne",0.276856838807533
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","nmf",0.585372080892353
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","nmf2",0
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","nsnmf",-0.0072071908323862
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","pca",0.494022430816567
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","phate",1
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","pmf",0.0989714269946856
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","psmf",0.0469639173478892
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","saucie",0.0444927545606637
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","snmf",0.563383321735446
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","spca",0.517530851428834
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","spca.batch",0.296447051797506
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","spectral",0.242841313978617
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","srp",0.0208218087712916
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","tsvd",0.471633151200445
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","umap",0.342271057302478
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","vasc",0.0444927545606637
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","vpac",0.923492978787353
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_seu","zifa",NA
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","bd",0.145525370224661
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","fa",0.535977710156424
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","fica",0.679237190288736
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","grp",0.0703639948618809
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","icm",0.885278850860295
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","ipca",0.569648680798393
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","isomap",0.186161731639464
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","ivis",0.0643676419781745
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","kpca.cos",0.615384159190684
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","kpca.pol",0.50644922140354
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","kpca.rbf",0.577568533124921
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","lda",0.452462767212784
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","lle",0.307875564630134
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","lsnmf",0.523234092942052
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","mctsne",0.542745734371289
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","nmf",0.748264908349304
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","nmf2",0.0952154903749575
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","nsnmf",0
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","pca",0.571886929637771
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","phate",0.983064053867513
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","pmf",0.137345991257159
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","psmf",0.113175176273738
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","saucie",-0.0798346011029487
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","snmf",0.831504025028165
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","spca",0.61422943986433
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","spca.batch",0.374455379680752
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","spectral",0.449075744157832
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","srp",0.0569593761029313
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","tsvd",0.561078096374609
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","umap",0.388463665262547
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","vasc",NA
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","vpac",1
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"dbs","zifa",NA
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","bd",0.420696310875181
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","fa",0.488736161429686
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","fica",0.555347938177251
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","grp",-0.0661604960253954
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","icm",0.865098748041361
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","ipca",0.57208585065177
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","isomap",0.0700668003067531
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","ivis",0.0658259536290997
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","kpca.cos",0.680194010600091
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","kpca.pol",0.399848307664641
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","kpca.rbf",0.566264235344006
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","lda",0.708424193069786
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","lle",0.274183632493247
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","lsnmf",0.777671701263922
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","mctsne",0.422685739604318
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","nmf",0.785135139687769
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","nmf2",0.139716125233947
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","nsnmf",0.00846059548153088
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","pca",0.574155117739762
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","phate",1
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","pmf",0.204595221064369
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","psmf",0.172812442014216
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","saucie",0.0658259536290997
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","snmf",0.840516675824626
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","spca",0.6000820919755
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","spca.batch",0.443408274730033
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","spectral",0.400856571598736
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","srp",0
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","tsvd",0.66972319071012
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","umap",0.185594820104764
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","vasc",0.0658259536290997
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","vpac",0.926716747467667
"lake","C1","human","brain",3042,25051,16,0.3477975,0.0147929,"ss_cos","zifa",NA
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","bd",0.322400658454093
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","fa",0.509662967613606
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","fica",0.577784744185665
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","grp",0.0027519070207089
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","icm",0.868463430457623
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","ipca",0.00518094245358429
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","isomap",0.334201599740845
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","ivis",0.552905208960988
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","kpca.cos",0.717441329174091
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","kpca.pol",0.34304931256007
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","kpca.rbf",0.464978893282252
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","lda",0.906199675280174
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","lle",0.17219581394259
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","lsnmf",0.806095785165815
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","mctsne",0.364699094662172
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","nmf",1
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","nmf2",0.163790048968012
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","nsnmf",0.0816221462991863
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","pca",0.49126630781456
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","phate",0.807431146985363
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","pmf",0.358672653915629
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","psmf",0.526583276040609
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","saucie",-0.191746069244361
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","snmf",0.799195098776999
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","spca",0.560998754292996
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","spca.batch",0.579998400803519
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","spectral",0.661183642842229
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","srp",0
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","tsvd",0.502461533033975
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","umap",0.261751111011097
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","vasc",0.628545078015454
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","vpac",0.686428004031241
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"dbs","zifa",0.510808255014141
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","bd",0.531995858902711
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","fa",0.833642498858691
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","fica",0.844433648581158
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","grp",0.0448368393536589
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","icm",0.870714125550678
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","ipca",0.218766910990362
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","isomap",0.690768860028126
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","ivis",0.8125602124984
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","kpca.cos",0.924289642651146
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","kpca.pol",0.600057015812478
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","kpca.rbf",0.798846668008591
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","lda",1
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","lle",0.565332451350422
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","lsnmf",0.931269749655567
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","mctsne",0.680675107642306
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","nmf",0.928568652222093
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","nmf2",0.344860861868271
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","nsnmf",0.337073100656525
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","pca",0.77803769331278
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","phate",0.857102177883255
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","pmf",0.556743142548867
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","psmf",0.88591244275063
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","saucie",-0.329643670896927
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","snmf",0.893594486524188
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","spca",0.831569707518555
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","spca.batch",0.834729584858226
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","spectral",0.860962451827468
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","srp",0
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","tsvd",0.918159355237383
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","umap",0.570239631912551
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","vasc",0.812502929183651
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","vpac",0.902622282887895
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cos","zifa",0.829236277096308
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","bd",0.522698111577348
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","fa",0.752533932683331
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","fica",0.818017173730212
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","grp",0.0350631618472207
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","icm",0.873204103044927
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","ipca",0.219364793449808
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","isomap",0.66845887893874
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","ivis",0.812412084789214
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","kpca.cos",0.925513084384544
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","kpca.pol",0.552890060198781
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","kpca.rbf",0.796052132511981
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","lda",1
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","lle",0.584266211924844
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","lsnmf",0.941670591950626
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","mctsne",0.655086947312462
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","nmf",0.933472172353932
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","nmf2",0.285829641392011
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","nsnmf",0.334241099483571
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","pca",0.720096383712827
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","phate",0.86276226849138
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","pmf",0.512494111510881
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","psmf",0.877404516089568
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","saucie",-0.355412486027422
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","snmf",0.898740760762699
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","spca",0.830425218448444
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","spca.batch",0.832760993837521
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","spectral",0.821789727805077
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","srp",0
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","tsvd",0.846417479573625
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","umap",0.574320357372507
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","vasc",0.778143937051225
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","vpac",0.887850553438444
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_cor","zifa",0.752458894815562
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","bd",0.869927723092617
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","fa",0.552067266259239
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","fica",0.541422014818502
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","grp",0.153734058115656
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","icm",0.733112913146755
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","ipca",0
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","isomap",0.525523445061008
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","ivis",0.833928558278515
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","kpca.cos",0.562970634702907
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","kpca.pol",0.470667730737754
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","kpca.rbf",0.508116864583681
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","lda",0.857350336841463
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","lle",0.592385636305234
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","lsnmf",0.688773972998843
